"birthName","rdf-schema#label","award_label","birthDate","birthYear","birthPlace_label","deathDate","deathPlace_label","citizenship_label","nationality_label","stateOfOrigin_label","almaMater_label","field_label","22-rdf-syntax-ns#type_label","nobel_prize"
"Stanley Benjamin Prusiner","Stanley B. Prusiner","{Nobel Prize in Physiology or Medicine|Lasker Award|Potamkin Prize}","1942-05-28","1942-01-01T00:00:00+02:00","Des Moines Iowa","NULL","NULL","NULL","NULL","NULL","{University of Pennsylvania|Perelman School of Medicine at the University of Pennsylvania}","{Neurology|Infection}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|JewishAmericanScientists|LivingPeople|Acquirer109764201|AmericanBiochemists|AmericanNobelLaureates|Biochemist109854915|CausalAgent100007347|Chemist109913824|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleFromDesMoinesIowa|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Robert F. Engle","Nobel Memorial Prize in Economic Sciences","1942-11-10","1942-01-01T00:00:00+02:00","{Syracuse New York|United States}","NULL","NULL","NULL","United States","NULL","{Williams College|Cornell University}","Econometrics","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|TimeSeriesEconometricians|WilliamsCollegeAlumni|Acquirer109764201|Alumnus109786338|AmericanEconomists|AmericanNobelLaureates|AmericanQuakers|Associate109816771|CausalAgent100007347|Colleague109935990|Econometrician110043491|Economist110043643|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|ReligiousPerson109628382|Scholar110557854|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|CornellUniversityAlumni|FellowsOfTheAmericanStatisticalAssociation|FellowsOfTheEconometricSociety|PhysicalEntity100001930|NobelLaureatesInEconomics|PeopleFromSyracuseNewYork|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences"
"NULL","Robert H. Grubbs","{Tolman Award|Nobel Prize in Chemistry}","1942-02-27","1942-01-01T00:00:00+02:00","{Kentucky|Possum Trot Kentucky}","NULL","NULL","NULL","United States","NULL","{Columbia University|University of Florida}","Organic chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|Acquirer109764201|Alumnus109786338|AmericanChemists|AmericanNobelLaureates|CausalAgent100007347|Chemist109913824|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|ColumbiaUniversityAlumni|PhysicalEntity100001930|NobelLaureatesInChemistry|PaducahTilghmanHighSchoolAlumni|PeopleFromMarshallCountyKentucky|PeopleFromPaducahKentucky|YagoLegalActor}","Nobel Prize in Chemistry"
"Mohamed Mustafa ElBaradei","Mohamed ElBaradei","NULL","1942-06-17","1942-01-01T00:00:00+02:00","{Cairo|Kingdom of Egypt}","NULL","NULL","NULL","NULL","NULL","{Graduate Institute of International and Development Studies|Cairo University|New York University School of Law}","NULL","{agent|office holder|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Politician|PresidentOfOrganization|LivingPeople|Officeholder110371450|Owner110389398|UnitedNationsOfficials|Acquirer109764201|Administrator109770949|Alumnus109786338|ArabNobelLaureates|CairoUniversityAlumni|CausalAgent100007347|Diplomat110013927|Director110014939|Disputant109615465|Head110162991|Holder110180178|Honoree110183757|Intellectual109621545|Laureate110249011|Leader109623038|LivingThing100004258|Militant110315837|Object100002684|Official110372373|Organism100004475|Person100007846|Recipient109627906|Reformer110515194|Scholar110557854|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|DirectorsGeneralOfTheInternationalAtomicEnergyAgency|EgyptianDemocracyActivists|EgyptianDiplomats|EgyptianHumanRightsActivists|EgyptianNobelLaureates|PhysicalEntity100001930|NobelPeacePrizeLaureates|PeopleFromCairo|PeopleOfThe2011EgyptianRevolution|YagoLegalActor}","Nobel Peace Prize"
"NULL","Bert Sakmann","{Nobel Prize in Physiology or Medicine|Harvey Prize}","1942-06-12","1942-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|GermanBiologists|GermanNobelLaureates|LeibnizPrizeWinners|LivingPeople|Acquirer109764201|AlumniOfUniversityCollegeLondon|Alumnus109786338|Biologist109855630|CausalAgent100007347|Gambler110118844|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|PrizeWinner109627807|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782791|NobelLaureatesInPhysiologyOrMedicine|PeopleFromStuttgart|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Christiane Nüsslein-Volhard","{Albert Lasker Award for Basic Medical Research|Nobel Prize in Physiology or Medicine|Gottfried Wilhelm Leibniz Prize}","1942-10-20","1942-01-01T00:00:00+02:00","{Germany|Magdeburg}","NULL","NULL","NULL","Germany","NULL","University of Tübingen","{Genetics|Embryology}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|Geneticists|GermanBiochemists|GermanNobelLaureates|GoetheUniversityFrankfurtAlumni|LeibnizPrizeWinners|LivingPeople|WomenBiologists|WomenNobelLaureates|Acquirer109764201|Alumnus109786338|Biochemist109854915|Biologist109855630|CausalAgent100007347|Chemist109913824|Gambler110118844|Geneticist110126424|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|PrizeWinner109627807|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|Winner110782791|NobelLaureatesInPhysiologyOrMedicine|PeopleFromMagdeburg|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Christopher A. Sims","Nobel Memorial Prize in Economic Sciences","1942-10-21","1942-01-01T00:00:00+02:00","Washington D.C.","NULL","NULL","NULL","United States","NULL","{Harvard University|University of California Berkeley}","{Econometrics|Macroeconomics|Time series}","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HarvardUniversityAlumni|LivingPeople|TimeSeriesEconometricians|Acquirer109764201|Alumnus109786338|AmericanEconomists|AmericanNobelLaureates|AmericanStatisticians|Associate109816771|BayesianEconometricians|BayesianStatisticians|CausalAgent100007347|Colleague109935990|Communicator109610660|Econometrician110043491|Economist110043643|HeadOfState110164747|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Mathematician110301261|Negotiator110351874|Object100002684|Organism100004475|Peer109626238|Person100007846|President110467179|Recipient109627906|Representative110522035|Scholar110557854|Scientist110560637|SocialScientist110619642|Statistician110653238|Whole100003553|YagoLegalActorGeo|FellowsOfTheEconometricSociety|PhysicalEntity100001930|PresidentsOfTheEconometricSociety|NobelLaureatesInEconomics|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences"
"John Edward Sulston","John Sulston","{Knight Bachelor|Royal Society|Nobel Prize in Physiology or Medicine|George W. Beadle Award}","1942-03-27","1942-01-01T00:00:00+02:00","{England|Cambridge}","NULL","NULL","United Kingdom","United Kingdom","NULL","Pembroke College Cambridge","{Molecular biology|Zoology}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Academician109759069|AcademicsOfTheUniversityOfCambridge|AcademicsOfTheUniversityOfManchester|Acquirer109764201|Adult109605289|AlumniOfPembrokeCollegeCambridge|Alumnus109786338|Associate109816771|BritishHumanists|BritishNobelLaureates|CausalAgent100007347|Colleague109935990|Communicator109610660|Educator110045713|Honoree110183757|Humanist110191192|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Presenter110466387|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|FellowsOfTheRoyalSociety|PhysicalEntity100001930|PresentersOfTheRoyalInstitutionChristmasLectures|NobelLaureatesInPhysiologyOrMedicine|PeopleEducatedAtMerchantTaylors'SchoolNorthwood|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Thomas J. Sargent","{NAS Award for Scientific Reviewing|Nobel Memorial Prize in Economic Sciences}","1943-07-19","1943-01-01T00:00:00+02:00","Pasadena California","NULL","NULL","NULL","United States","NULL","{Harvard University|University of California Berkeley|Bachelor of Arts|Doctor of Philosophy}","{Macroeconomics|Monetary economics}","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HarvardUniversityAlumni|LivingPeople|Macroeconomist110279392|Macroeconomists|Academician109759069|Acquirer109764201|Adult109605289|Alumnus109786338|AmericanAcademics|AmericanEconomists|AmericanNobelLaureates|Associate109816771|CausalAgent100007347|Colleague109935990|Communicator109610660|Economist110043643|Educator110045713|HeadOfState110164747|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Negotiator110351874|Object100002684|Organism100004475|Peer109626238|Person100007846|President110467179|Professional110480253|Recipient109627906|Representative110522035|Scholar110557854|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|FellowsOfTheAmericanAcademyOfArtsAndSciences|FellowsOfTheEconometricSociety|PhysicalEntity100001930|PresidentsOfTheEconometricSociety|NobelLaureatesInEconomics|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences"
"Richard Timothy Hunt","Tim Hunt","{Royal Society|Nobel Prize in Physiology or Medicine|Royal Medal}","1943-02-19","1943-01-01T00:00:00+02:00","{Cheshire|England|Neston}","NULL","NULL","United Kingdom","NULL","NULL","Clare College Cambridge","Biochemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|Acquirer109764201|AlumniOfClareCollegeCambridge|Alumnus109786338|Associate109816771|Biochemist109854915|Biologist109855630|BritishNobelLaureates|CausalAgent100007347|Chemist109913824|Colleague109935990|Contestant109613191|Golfer110136959|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Medalist110304914|Object100002684|Organism100004475|Peer109626238|Person100007846|Player110439851|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|EnglishBiochemists|EnglishBiologists|FellowsOfClareCollegeCambridge|FellowsOfTheRoyalSociety|PhysicalEntity100001930|RoyalMedalWinners|NobelLaureatesInPhysiologyOrMedicine|PeopleEducatedAtMagdalenCollegeSchoolOxford|PeopleEducatedAtTheDragonSchool|PeopleFromNeston|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Michael Spence","{John Bates Clark Medal|Nobel Memorial Prize in Economic Sciences}","1943-11-07","1943-01-01T00:00:00+02:00","{Montclair New Jersey|United States}","NULL","NULL","NULL","United States","NULL","{Princeton University|Harvard University|University of Oxford}","{Labour economics|Microeconomics}","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HarvardUniversityAlumni|InformationEconomists|LivingPeople|Acquirer109764201|AlumniOfMagdalenCollegeOxford|AlumniOfTheUniversityOfOxford|Alumnus109786338|AmericanEconomists|CanadianEconomists|CanadianNobelLaureates|CanadianRhodesScholars|CausalAgent100007347|Economist110043643|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|PrincetonUniversityAlumni|NobelLaureatesInEconomics|PeopleFromMontclairNewJersey|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences"
"NULL","Klaus von Klitzing","Nobel Prize in Physics","1943-06-28","1943-01-01T00:00:00+02:00","{Nazi Germany|Środa Wielkopolska|Reichsgau Wartheland}","NULL","NULL","NULL","NULL","NULL","NULL","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanNobelLaureates|GermanPhysicists|LivingPeople|Acquirer109764201|CausalAgent100007347|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|SemiconductorPhysicists|NobelLaureatesInPhysics|PeopleFrom%C5%9ArodaWielkopolska|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Lech Wałęsa","NULL","1943-09-29","1943-01-01T00:00:00+02:00","{General Government|Polish People's Republic|Popowo Gmina Tłuchowo}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{agent|office holder|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|KnightsOfTheElephant|LivingPeople|Officeholder110371450|Owner110389398|Acquirer109764201|Advocate109774783|Aristocrat109807754|CausalAgent100007347|Communicator109610660|Disputant109615465|Electrician110049363|HeadOfState110164747|Holder110180178|Honoree110183757|Knight110238375|Laureate110249011|Leader109623038|LivingThing100004258|Militant110315837|Negotiator110351874|Object100002684|Official110372373|Organism100004475|Person100007846|President110467179|Recipient109627906|Reformer110515194|Representative110522035|SkilledWorker110605985|TradeUnionist110720964|Whole100003553|Worker109632518|YagoLegalActorGeo|MaleAristocrat110285135|PhysicalEntity100001930|PresidentsOfPoland|RomanCatholicActivists|Solidarity(PolishUnionMovement)Activists|NobelPeacePrizeLaureates|NonviolenceAdvocates|PeopleFromLipnoCounty|PolishElectricians|PolishNobelLaureates|PolishTradeUnionists|YagoLegalActor}","Nobel Peace Prize"
"NULL","Mario J. Molina","{Presidential Medal of Freedom|Tyler Prize for Environmental Achievement|United Nations Environment Programme|Heinz Award|Nobel Prize in Chemistry|NASA Exceptional Scientific Achievement Medal|Volvo Environment Prize}","1943-03-19","1943-01-01T00:00:00+02:00","{Mexico City|Mexico}","NULL","NULL","Mexico","NULL","NULL","{University of Freiburg|University of California Berkeley|National Autonomous University of Mexico}","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|LivingPeople|MexicanChemists|MexicanNobelLaureates|Acquirer109764201|CausalAgent100007347|Chemist109913824|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromMexicoCity|YagoLegalActor}","Nobel Prize in Chemistry"
"NULL","Johann Deisenhofer","Nobel Prize in Chemistry","1943-09-30","1943-01-01T00:00:00+02:00","NULL","NULL","NULL","NULL","Germany","NULL","Technische Universität München","{Biochemistry|Biophysics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanBiochemists|GermanNobelLaureates|LivingPeople|TechnicalUniversityMunichAlumni|Acquirer109764201|Alumnus109786338|Biochemist109854915|CausalAgent100007347|Chemist109913824|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|YagoLegalActor}","Nobel Prize in Chemistry"
"NULL","Joseph Stiglitz","NULL","1943-02-09","1943-01-01T00:00:00+02:00","Gary Indiana","NULL","NULL","NULL","NULL","NULL","{Massachusetts Institute of Technology|Amherst College|University of Chicago}","{Macroeconomics|Public economics|Information economics}","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|InformationEconomists|JewishAmericanWriters|LivingPeople|Officeholder110371450|Owner110389398|WorldBankChiefEconomists|Academician109759069|AcademicsOfTheUniversityOfOxford|Acquirer109764201|Adult109605289|AlumniOfFitzwilliamCollegeCambridge|Alumnus109786338|AmericanAnti-globalizationWriters|AmericanEconomists|AmericanNobelLaureates|AmherstCollegeAlumni|Associate109816771|CausalAgent100007347|Colleague109935990|Communicator109610660|Economist110043643|Educator110045713|Expert109617867|Holder110180178|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Official110372373|Organism100004475|Peer109626238|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|SkilledWorker110605985|SocialScientist110619642|Specialist110631941|Whole100003553|Worker109632518|Writer110794014|YagoLegalActorGeo|DevelopmentEconomists|DevelopmentSpecialists|FellowsOfAllSoulsCollegeOxford|FellowsOfGonvilleAndCaiusCollegeCambridge|FellowsOfTheBritishAcademy|FellowsOfTheEconometricSociety|PhysicalEntity100001930|PublicEconomists|NewKeynesianEconomists|NobelLaureatesInEconomics|PeopleAssociatedWithTheUniversityOfManchester|PeopleFromGaryIndiana|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences"
"Ralph Marvin Steinman","Ralph M. Steinman","Nobel Prize in Physiology or Medicine","1943-01-14","1943-01-01T00:00:00+02:00","Montreal","2011-09-30","Manhattan","Canadian nationality law","Canada","NULL","{Harvard University|McGill University}","{Cell biology|Immunology}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|HarvardMedicalSchoolAlumni|JewishAmericanScientists|McGillUniversityAlumni|Acquirer109764201|Alumnus109786338|AmericanNobelLaureates|AnglophoneQuebecPeople|CanadianImmunologists|CanadianMedicalResearchers|CanadianNobelLaureates|CausalAgent100007347|Honoree110183757|Immunologist110199902|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|ResearchWorker110523076|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|MedicalScientist110306004|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleFromSherbrooke|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"Richard John Roberts","Richard J. Roberts","{Knight Bachelor|Royal Society|Nobel Prize in Physiology or Medicine|Doctor of Philosophy}","1943-09-06","1943-01-01T00:00:00+02:00","Derby","NULL","NULL","NULL","NULL","NULL","University of Sheffield","Molecular biology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|LivingPeople|Acquirer109764201|AlumniOfTheUniversityOfSheffield|Alumnus109786338|Associate109816771|Atheist109820044|Biochemist109854915|Biologist109855630|BritishAtheists|BritishBiochemists|BritishBiologists|BritishNobelLaureates|CausalAgent100007347|Chemist109913824|Colleague109935990|Disbeliever110015897|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|NonreligiousPerson109625789|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|FellowsOfTheRoyalSociety|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleEducatedAtCityOfBathBoys'School|PeopleFromBathSomerset|PeopleFromDerby|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Richard Smalley","Nobel Prize in Chemistry","1943-06-06","1943-01-01T00:00:00+02:00","Akron Ohio","2005-10-28","Houston","NULL","NULL","NULL","{Princeton University|University of Michigan}","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|HopeCollegeAlumni|Acquirer109764201|Alumnus109786338|AmericanChemists|AmericanNobelLaureates|Associate109816771|CausalAgent100007347|Chemist109913824|Colleague109935990|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|FellowsOfTheAmericanPhysicalSociety|PhysicalEntity100001930|PrincetonUniversityAlumni|NobelLaureatesInChemistry|PeopleFromAkronOhio|YagoLegalActor}","Nobel Prize in Chemistry"
"Robert Joseph Lefkowitz","Robert Lefkowitz","{Nobel Prize in Chemistry|National Medal of Science}","1943-04-15","1943-01-01T00:00:00+02:00","{The Bronx|New York City}","NULL","NULL","NULL","NULL","NULL","Columbia University","Biochemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Adult109605289|Alumnus109786338|AmericanPhysicians|CausalAgent100007347|Doctor110020890|HealthProfessional110165109|Intellectual109621545|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Professional110480253|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|ColumbiaUniversityAlumni|MedicalPractitioner110305802|PhysicalEntity100001930|YagoLegalActor}","Nobel Prize in Chemistry"
"NULL","Betty Williams (Nobel laureate)","NULL","1943-05-22","1943-01-01T00:00:00+02:00","{Belfast|Northern Ireland}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|LivingPeople|WomenInNorthernIrishPolitics|WomenNobelLaureates|Acquirer109764201|Adult109605289|BritishNobelLaureates|CausalAgent100007347|Disputant109615465|Honoree110183757|Laureate110249011|LivingThing100004258|Militant110315837|Object100002684|Organism100004475|Person100007846|Recipient109627906|Reformer110515194|Whole100003553|Woman110787470|YagoLegalActorGeo|Female109619168|PhysicalEntity100001930|RomanCatholicActivists|NobelLaureatesFromNorthernIreland|NobelPeacePrizeLaureates|PeopleFromBelfast|PeopleOfTheTroubles(NorthernIreland)|PeopleOfTheYearAwardsWinners|YagoLegalActor}","Nobel Peace Prize"
"NULL","Finn E. Kydland","NULL","1943-12-01","1943-01-01T00:00:00+02:00","Ålgård","NULL","NULL","NULL","Norway","NULL","{Carnegie Mellon University|Norwegian School of Economics}","Macroeconomics","{agent|economist|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|Macroeconomist110279392|Macroeconomists|Acquirer109764201|Alumnus109786338|Associate109816771|CarnegieMellonUniversityAlumni|CausalAgent100007347|Colleague109935990|Economist110043643|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|SocialScientist110619642|Whole100003553|YagoLegalActorGeo|FellowsOfTheEconometricSociety|PhysicalEntity100001930|NewClassicalEconomists|NobelLaureatesInEconomics|NorwegianEconomists|NorwegianNobelLaureates|YagoLegalActor}","Nobel Memorial Prize in Economic Sciences"
"NULL","Erwin Neher","{Louisa Gross Horwitz Prize|Nobel Prize in Physiology or Medicine|Gottfried Wilhelm Leibniz Prize}","1944-03-20","1944-01-01T00:00:00+02:00","{Bavaria|Germany|Landsberg am Lech}","NULL","NULL","NULL","Germany","NULL","{Technische Universität München|University of Wisconsin–Madison}","Biophysics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanNobelLaureates|LeibnizPrizeWinners|LivingPeople|TechnicalUniversityMunichAlumni|Acquirer109764201|Alumnus109786338|Biophysicist109856267|Biophysicists|CausalAgent100007347|Gambler110118844|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|PrizeWinner109627807|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|StudienstiftungAlumni|Winner110782791|NobelLaureatesInPhysiologyOrMedicine|PeopleFromLandsbergAmLech|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"Mairead Corrigan","Mairead Maguire","NULL","1944-01-27","1944-01-01T00:00:00+02:00","{Belfast|Northern Ireland}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|IrishNobelLaureates|LivingPeople|WomenActivists|WomenInNorthernIrishPolitics|WomenNobelLaureates|Acquirer109764201|Adult109605289|Advocate109774783|AlumniOfTrinityCollegeDublin|Alumnus109786338|BritishNobelLaureates|CausalAgent100007347|Disputant109615465|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Militant110315837|Object100002684|Organism100004475|Person100007846|Recipient109627906|Reformer110515194|Scholar110557854|Whole100003553|Woman110787470|YagoLegalActorGeo|Female109619168|PhysicalEntity100001930|RomanCatholicActivists|NobelLaureatesFromNorthernIreland|NobelPeacePrizeLaureates|NonviolenceAdvocates|PeopleDeportedFromIsrael|PeopleFromBelfast|PeopleOfTheTroubles(NorthernIreland)|PeopleOfTheYearAwardsWinners|YagoLegalActor}","Nobel Peace Prize"
"NULL","Makoto Kobayashi (physicist)","{Japan Academy Prize (academics)|Nobel Prize in Physics|Asahi Prize|Sakurai Prize|High_Energy_and_Particle_Physics_Prize}","1944-04-07","1944-01-01T00:00:00+02:00","{Japan|Nagoya}","NULL","NULL","Japan","NULL","NULL","Nagoya University","Particle physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|JapaneseNobelLaureates|JapanesePhysicists|LivingPeople|TheoreticalPhysicists|Acquirer109764201|CausalAgent100007347|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromNagoya|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Rolf M. Zinkernagel","Nobel Prize in Physiology or Medicine","1944-01-06","1944-01-01T00:00:00+02:00","{Switzerland|Riehen|Basel-Stadt}","NULL","NULL","NULL","NULL","NULL","NULL","Immunology","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|HonoraryCompanionsOfTheOrderOfAustralia|Immunologists|LivingPeople|Acquirer109764201|Alumnus109786338|AustralianNationalUniversityAlumni|CausalAgent100007347|Friend110112591|Honoree110183757|Immunologist110199902|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|Companion109945905|MedicalScientist110306004|PhysicalEntity100001930|SwissNobelLaureates|NobelLaureatesInPhysiologyOrMedicine|PeopleAssociatedWithTheUniversityOfZurich|PeopleFromBasel-Stadt|PeopleFromRiehen|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Serge Haroche","{Nobel Prize in Physics|CNRS Gold medal}","1944-09-11","1944-01-01T00:00:00+02:00","{Casablanca|Morocco|French protectorate in Morocco}","NULL","NULL","NULL","NULL","NULL","École Normale Supérieure","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|LivingPeople|CausalAgent100007347|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Scientist110560637|Whole100003553|YagoLegalActorGeo|FrenchPhysicists|PhysicalEntity100001930|YagoLegalActor}","Nobel Prize in Physics"
